Rank,Name,Ticker,Return (%),Risk
1,TOBISHIMA HOLDINGS Inc.,256A.T,36.59,0.058
2,"Asahi Intelligence Service Co., Ltd.",9799.T,53.63,0.098
3,"Waseda Academy Co., Ltd.",4718.T,42.8,0.116
4,"Hogy Medical Co.,Ltd.",3593.T,35.24,0.117
5,"Sugimura Warehouse Co., Ltd.",9307.T,40.82,0.144
6,Sony Group Corporation,6758.T,51.15,0.18
7,"Sohgo Security Services Co.,Ltd.",2331.T,35.03,0.133
8,"SAN-A CO.,LTD.",2659.T,37.26,0.142
9,"Hokuryo Co., Ltd.",1384.T,40.95,0.172
10,"Shinnihonseiyaku Co., Ltd.",4931.T,46.42,0.195
11,"Koei Tecmo Holdings Co., Ltd.",3635.T,42.41,0.181
12,S&B Foods Inc.,2805.T,21.45,0.1
13,"DOUTOR NICHIRES Holdings Co., Ltd.",3087.T,19.32,0.093
14,"Capcom Co., Ltd.",9697.T,48.44,0.211
15,TOKYO METRO CO LTD,9023.T,31.44,0.146
16,"Kensoh Co.,Ltd.",7939.T,11.5,0.058
17,AGP Corporation,9377.T,43.01,0.194
18,"Cosmo Bio Company,Limited",3386.T,20.97,0.103
19,"Aseed Holdings Co.,Ltd.",9959.T,20.84,0.103
20,Canon Marketing Japan Inc.,8060.T,23.54,0.116
21,"JTP Co.,Ltd.",2488.T,32.47,0.154
22,Okinawa Cellular Telephone Company,9436.T,34.02,0.162
23,"Shochiku Co., Ltd.",9601.T,33.51,0.161
24,"Japan Lifeline Co., Ltd.",7575.T,36.17,0.173
25,"Kaken Pharmaceutical Co., Ltd.",4521.T,40.28,0.193
26,Yutaka Foods Corporation,2806.T,25.93,0.133
27,"Toray Industries, Inc.",3402.T,52.17,0.249
28,ID Holdings Corporation,4709.T,35.06,0.179
29,"Fukui Computer Holdings,Inc.",9790.T,48.3,0.235
30,"JAFCO Group Co., Ltd.",8595.T,24.05,0.129
31,"Hokkaido Coca-Cola Bottling Co.,Ltd.",2573.T,15.07,0.084
32,Taisei Corporation,1801.T,20.57,0.112
33,"halmek holdings Co.,Ltd.",7119.T,31.06,0.163
34,SCSK Corporation,9719.T,36.45,0.188
35,TV Asahi Holdings Corporation,9409.T,28.79,0.154
36,"MIXI, Inc.",2121.T,50.66,0.252
37,"SENKO Group Holdings Co., Ltd.",9069.T,38.6,0.201
38,"F.C.C. Co., Ltd.",7296.T,50.57,0.261
39,"Japan Animal Referral Medical Center Co., Ltd.",6039.T,34.32,0.187
40,"Tokai Kisen Co., Ltd.",9173.T,17.64,0.103
41,"Toho Chemical Industry Company, Limited",4409.T,38.96,0.21
42,Shimizu Corporation,1803.T,44.51,0.235
43,Kyoritsu Electric Corporation,6874.T,39.58,0.213
44,Kitano Construction Corp.,1866.T,26.66,0.151
45,"Katakura Industries Co.,Ltd.",3001.T,20.1,0.117
46,"Toho Co., Ltd.",9602.T,50.96,0.267
47,Sega Sammy Holdings Inc.,6460.T,49.72,0.262
48,"MATSUDA SANGYO Co., Ltd.",7456.T,32.58,0.183
49,Oracle Corporation Japan,4716.T,39.96,0.219
50,"Nippon Shokubai Co., Ltd.",4114.T,27.01,0.155
51,"Colan Totte.Co.,Ltd.",7792.T,38.39,0.212
52,"Miyoshi Oil & Fat Co., Ltd.",4404.T,40.56,0.224
53,"Nippon Television Holdings, Inc.",9404.T,41.18,0.228
54,"Koryojyuhan Co., Ltd.",3495.T,19.4,0.117
